ui,vi,wi
22.6,-2.38,4.28
22.55,-1.21,4.45
22.73,-0.49,5.09
25.02,-0.24,4.83
25.72,1.42,4.17
25.85,1.59,3.68
24.17,4.82,3.4
25.22,4.91,2.98
25.72,0.57,2.85
25.04,1.53,2.87
26.8,1.26,2.39
27.14,-1.98,1.72
27.41,-3.18,1.21
25.65,-3.1,0.82
26.64,-2.56,0.3
26.78,-3.92,-0.06
26.4,-5.44,-0.26
23.04,-3.66,0.03
22.32,-3.2,0.55
22.57,-1.7,-0.06
24.1,-1.78,0.1
25.13,-1.22,0.21
25.13,-0.85,0.24
25.6,-1.33,-0.06
24.7,-2,-0.15
24.96,-1.29,-0.52
24.35,-2.16,-0.15
24.15,-2.63,-0.2
24.75,-1.26,-0.38
24.25,-1.2,-0.35
22.93,-1.26,0
23.69,1.48,0
22.42,0.46,0.27
22.99,-3.18,0.06
23.01,-4.38,0.73
20.64,-1.04,1.53
24.68,-0.21,1.09
26.14,-2.19,1.62
27.23,0.2,1.15
25.92,-1.1,0.65
30.03,-3.88,0.52
29.37,-3.75,0.63
28.79,-4.16,0.35
29.92,-5.66,-0.01
28.24,-5.66,-0.31
25.88,-4.85,-0.4
24.41,-5.68,0.17
24.02,-3.84,0.66
21.9,-3.35,1.09
23.87,-0.44,0.6
27.77,-4.36,-0.23
28.38,-2.1,-0.17
28.02,-49.27,0
29.08,1.31,-0.93
29.42,-0.06,-0.88
29.55,-0.6,-1.04
28.65,0.44,-1.31
28.85,-0.91,-0.93
30.32,2,-0.83
28.88,-53.14,-1.31
30.1,-4.01,-0.6
28.83,-4.65,0.41
29.46,-3.13,0.2
27.14,1.64,-0.91
30.34,-2.38,-1.09
28.9,-1.75,-1.04
29.82,0.71,-1.07
29.33,-1.09,-0.92
28.92,-0.93,-1.05
33.32,1,-1.46
30.86,0.68,-0.49
34.22,1.04,-1.55
34.22,0.35,-2
34.13,1.3,-2.06
32.94,-2.49,-3.02
33.12,-1.14,-2.89
31.31,-3.31,-2.7
30.1,-4.52,-2.63
26.96,-3.97,-2.17
26.49,-0.85,-1.88
30.46,-0.68,-1.74
29.55,-1.03,-1.29
32.06,-3.15,-0.74
32.3,-3.81,-0.54
28.11,-1.2,0.44
26.1,0.24,0.81
30.63,-3.75,0.19
34.27,-3.04,0.55
34.61,-4.25,0.68
32.6,-5.55,0.93
29.69,-5.97,1.08
30.77,-4.25,0.65
31.67,-4.5,0.49
33.39,-4.78,0.7
-14.39,-3.22,-11.72
33.84,-6.23,0.43
33.34,-6.88,0.68
32.19,-5.4,0.74
32.35,-5.51,0.68
31.6,-4.08,1.09
35.55,-5.92,0.65
33.64,-7.18,-0.38
34.49,-3.5,-0.46
32.85,-5.18,-0.35
32.91,-7.24,-0.27
31.15,-7.02,-0.6
31.22,-4.72,-0.6
31.63,-5.31,-0.24
31.9,-5.93,-0.65
32.15,-7.95,-0.85
30.18,-6.15,-0.41
29.4,-5.11,-0.07
33.59,46.86,-0.66
30.01,-1.73,-0.55
31.54,-3.46,-0.13
31.25,-1.31,-0.78
29.75,-3.24,-0.46
31.52,-2.96,-1.68
32.1,-3.57,-2.11
81.72,0.19,10.89
31.79,-2.41,-2.22
33.41,0.15,-1.4
32.53,-4.34,-2.17
32.6,-3.04,-2.06
31.38,-1.83,-1.98
33.89,-1.62,-2.26
31.33,0.7,-1.4
30.52,-0.2,-1.59
28.2,-0.35,-1.21
30.39,-2.12,-1.83
31.85,0.54,-1.76
33.43,-3.51,-1.75
32.62,-1.24,-2.39
31.25,-0.57,-1.74
30.68,-0.28,-2.19
28.49,-1.31,-1.43
27.91,-0.3,-2.2
30.27,-4.56,-1.04
30.57,-3.46,-1.53
29.35,-5.42,-0.99
31.88,-3.37,-1.26
30.25,-2.28,-1.26
31.94,-3.33,-2.32
31.33,-3.26,-1.78
34.22,-2.12,-2.7
30.73,-0.87,-2.4
31.34,-3.05,-1.98
31.65,-3.22,-2.06
29.33,-0.68,-1.94
30.37,-1.31,-1.72
27.84,-0.31,-1.18
27.18,-0.77,-1.7
75.55,-1.16,11.87
76.74,0.13,12.16
29.6,-0.98,0.15
31.06,-1.53,-1.29
28.94,0.38,-0.93
29.94,0.76,-1.46
31.22,-0.87,-1.71
30.23,-0.13,-1.97
30.73,-0.98,-2.15
30.46,-1.87,-2.63
30.57,-0.63,-2.86
29.53,-3.03,-2.78
29.82,-2.12,-1.66
28.72,-0.66,-0.71
30.05,-1.85,-1.21
29.69,-3.13,-1
30.1,0.8,-1.25
33.98,-1.35,-1.08
32.19,0.38,-0.66
33.98,-0.27,-1.26
32.74,2.45,-1.47
30.39,0.88,-2.42
29.48,-3.9,-1.92
28.67,-0.52,-1.42
29.84,-0.46,-1.57
29.39,1.73,-1.31
30.32,2.34,-1.3
29.96,3.13,-1.64
30.77,2.43,-1.89
31.67,4.58,-2.21
29.76,1.4,-2.91
29.49,2.19,-2.66
28.65,1.79,-1.46
31.83,3.03,-2.08
28.97,1.35,-1.37
28.45,0.38,-1.38
28.33,1.89,-0.51
24.52,-0.31,0.35
27.68,2.99,-0.74
28.34,1.1,-0.24
30.61,-1.41,-0.4
30.09,0.77,0.03
27.57,0.63,0.07
22.89,2.44,1.37
-20.91,1.79,-12.63
30.25,1.21,0.57
28.94,1.47,1.02
29.03,0.38,1.85
31.13,-0.98,0.68
29.3,46.7,1.27
31.22,-1.61,0.71
30.91,-3.05,0.03
28.15,-2.96,0.2
28.45,-3.13,0.46
29.89,-2.82,-0.34
28.79,-1.94,0.34
26.03,-0.59,0.82
27.23,0.26,0.26
-23.18,-48.14,-13.18
-19.05,1.11,-12.71
27.48,0.43,-0.2
29.21,1.19,-0.71
29.51,-0.38,-0.68
27.43,-0.57,-0.21
28.42,-0.03,-0.52
26.3,-0.28,-0.35
27.39,2.73,-0.65
26.21,2.8,-0.34
24.45,0.82,0.52
25.4,0.49,1.04
23.34,3.95,1.37
26.82,2.52,2.09
25.56,2.62,1.95
25.51,2.33,2.42
25.69,2.19,2.14
26.15,1.48,2.14
27.52,1.82,2.12
28.24,1.96,1.9
28.56,2.38,1.03
27.3,0.37,0.87
27.34,2.28,0.81
25.54,0.27,0.81
25.78,1.76,0.74
25.04,0.82,0.41
24.28,0.63,1.13
24.58,-0.12,0.76
22.17,0.66,0.6
24.67,0.15,0.59
27.52,-0.82,0.94
28.33,0.7,0.88
30.66,-1.04,0.46
28.67,-2.58,0.38
25.99,-1.49,0.38
25.51,-1.66,0.43
27.27,-3.81,0.51
75.48,-0.37,13.32
27.79,0.57,0.24
27.86,0.98,0.55
28.15,0.2,-0.21
26.87,-0.31,0.32
27.91,-2.34,0
30.12,-3.5,-1.09
31.18,-3.15,-1.37
31.85,-1.37,-1.6
29.71,-5.37,-1.93
29.76,-2.05,-2.41
26.94,-1.89,-1.66
27.93,-1.16,-2.12
26.89,-1.53,-1.92
29.58,1.19,-1.79
31.18,1.43,-2.25
28.99,2.04,-2.33
27.37,0.96,-1.95
24.42,-7.71,-1.26
19.94,-6.23,-0.03
20.22,3.92,0.35
22.57,6.04,0.87
25.94,2.88,1.15
28.81,3.33,1.07
27.07,3.75,1.7
25.65,1.77,1.15
24.84,0.03,1.63
25.09,-0.71,1.88
28.11,-1.96,2.08
27.9,-1.27,2.21
28.63,-1.32,1.68
29.58,-2.01,1.97
29.26,-0.6,1.18
28.7,0.55,0.63
28.7,-2.22,0.76
27.25,-0.94,2.43
28.54,-1.19,2.49
30.32,0.13,1.97
30.5,0.46,2.14
30.21,-1.6,2.08
29.17,-1.37,2.06
31.45,-0.4,0.66
27.73,-2.81,0.46
30.45,-0.34,-0.15
30.61,-2.73,0.63
33,-3.95,0.15
33.84,-1.9,-0.86
34.97,-3.59,-1.04
34.06,-3.17,-1.92
31.9,-3.39,-2.53
29.94,-3.84,-2.53
27.72,-3.33,-2.01
29.55,-5.22,-2.11
28.45,-6.15,-1.2
28.99,0.06,-0.15
31.27,-3.55,-0.44
25.38,47.29,0.54
-17.41,-0.34,-12.63
35.22,-0.6,-0.83
-17.71,-1.61,-12.82
83.09,-4.61,11.95
-17.73,-3.62,-13
32.48,-3.51,1.11
32.46,-4.58,0.76
31.2,-0.96,0.82
29.19,-3.35,0.76
30.12,-3.08,0.93
24.74,-2.82,2.76
26.19,-5.79,3.81
28.38,-4.8,4.74
32.4,-2.52,4.91
33.59,-4.74,4.58
35.35,-3.64,3.66
34.47,46.63,3.46
-21.63,-3.83,-10.3
29.1,-7.5,2.12
-19.51,-6.14,-11.82
84.85,-5.66,13.95
34.74,-5.99,0.2
35.49,-5.66,-0.57
27.95,-11.15,0.89
22.95,-12.95,2.49
26.76,-6.39,4.08
30.05,-3.2,4.65
34.49,-0.83,3.92
39.44,-0.32,3.06
37.61,-1.86,2.08
34.22,-5.18,0.63
35.13,-3.4,0.57
30.82,-1.26,0.08
28.79,0.15,-0.27
29.46,0.94,0.05
30.14,0.35,-0.4
30.84,-0.71,-0.85
32.82,-1.64,-1.07
32.06,-2.76,-1.44
30.73,-3.46,-1.87
31.9,-2.71,-2.19
30.3,-2.78,-2.69
28.67,-3.84,-2.78
30.01,-2.2,-2.06
30,-0.49,-2.83
26.46,0.21,-2.45
27.77,-1.55,-2.75
28.56,-2.69,-3.13
28.78,0.35,-2.48
27.02,0.43,-2.22
25.54,-2.28,-2.19
25.81,-2.14,-2.3
24.77,1.3,-1.53
27.14,2.28,-0.8
26.69,1.04,-0.59
25.24,2.19,-0.41
26.1,1.92,-0.78
25.06,1.1,-0.83
25.9,1.42,-1.11
25.22,0.49,-0.77
27.45,-3.92,-0.01
28.94,-1.15,0
29.64,-1.53,-0.2
28.52,-3.64,-0.38
29.44,-2.36,-0.23
28.52,-3.28,-0.4
29.51,-0.38,0
29.8,-4.58,-0.63
28.99,-1.93,-0.13
29.42,-4.91,-0.49
27.28,-1.96,0.31
27.25,-4.91,-0.92
26.42,-4.96,-0.27
27.84,-3.73,0.62
26.89,-2.7,0.48
28.33,-0.82,0.74
29.69,0.99,0.81
27.54,-2.61,1.02
32.37,0.99,0
74.79,-0.06,13.48
80.5,-2.2,12.17
31.58,-1.47,-0.28
29.78,-0.06,-1.66
28.4,0.35,-0.76
28.45,-3.42,-2.19
30.09,-3.03,-1.98
29.51,-4.17,-0.63
28.72,0.48,-0.7
31.76,0.49,-1.16
29.98,1.59,-0.97
30.73,0.15,-0.91
29.46,0.76,-1.16
30.09,-0.94,-1.07
29.8,-2.6,-1.11
32.31,0.99,-1.33
31.61,-0.68,-1.37
29.85,-1.74,-1.26
29.46,-0.23,-1.11
26.6,-0.17,-0.6
27.88,2.94,-0.93
31.31,0.82,-0.51
30.34,0.37,-0.57
32.57,0.46,-1.09
31.43,2.19,-0.6
29.15,1.41,-0.66
32.31,0.65,-1.07
29.8,2.07,-1.25
30.28,0.27,-1.47
31.04,2.2,-1.55
29.67,-0.71,-1.66
27.54,0.88,-1.86
32.26,1.36,-1.95
30.23,0.27,-1.92
29.24,0,-1.94
30.64,1.57,-2.2
30.03,0.88,-2.04
29.33,0.55,-2.05
30.1,2.16,-2.22
28.2,2.82,-2.39
28.2,1.05,-2.82
29.08,0.94,-2.52
27.37,0.71,-1.78
30.01,0.24,-2.06
31.49,-0.38,-2.28
29.89,-0.52,-2.54
30.66,1.7,-2.36
29.69,1.94,-2.6
27,2.49,-2.49
21.66,1.04,-1.24
26.91,-45.75,-2.1
-24.78,-50.12,-13.86
28.61,-48.84,-0.88
28.51,-1.02,-0.77
25.17,1.04,-0.49
27,1.84,-0.38
25.76,6.61,0.06
27.82,0.66,0.28
28.29,-0.65,-0.06
28.7,1.76,0.27
28.97,1.93,0.19
29.49,4.61,0.17
32.12,4.72,-1.33
-24.44,3.92,-13.68
27.45,3.84,-0.97
25.63,2.23,-0.52
28.15,3.22,-0.83
29.4,1.14,-1.16
78.7,0.05,12.64
27.86,2.69,-0.07
29.17,-0.63,-0.34
27.95,1.14,-0.1
29.21,-0.03,-0.31
29.76,-3.99,0.1
32.37,-0.98,0.43
31.54,-1.64,-0.37
29.71,-1.99,0.54
35.6,-4.39,-0.93
33.75,1.2,-0.96
32.31,-0.49,-0.78
34.38,0.87,-0.6
29.03,-2.1,-0.57
28.7,0.03,-1.26
31.52,0.54,-0.35
29.92,-1.15,-0.27
33.27,-4.36,-0.49
34.09,-2.4,-0.96
32.37,-0.65,-0.19
32.8,-1.87,0.15
32.92,-3.97,-0.13
33.84,-0.87,0.54
34.72,0.51,-0.23
33.82,-2.76,0
27.77,-0.2,0.68
31.02,-1.35,1.2
31.16,-1.68,2.06
32.92,48.39,0.87
32.42,-0.27,0.21
33.95,-1.78,0.57
31.24,-3.37,0.37
33.95,-6.01,-0.05
32.33,-2.94,0.15
35.4,-4.76,0
35.19,-4.65,-0.35
36.01,-4.91,-1.21
34.7,-4.23,-0.88
33.46,-3.9,-1.42
32.96,-2.39,-0.92
28.54,-1.42,-0.37
33.64,-0.97,-0.62
30.77,-3.11,0.41
30.59,-4.3,0.44
31.36,-3.9,0.38
36.5,-4.14,0.24
32.31,-3.81,1.33
28.9,-6.21,0.26
28.42,-4.41,0.66
28.63,-4.67,-0.31
-18.17,-4.63,-13.44
30.88,-2.95,-0.35
31.29,-4.69,-0.48
33.75,-3.46,-0.71
30.73,-2.34,-0.86
31.83,-1.55,-1.13
31.7,-1.16,-0.63
31.22,-1.27,-0.43
30.28,-2.47,-0.88
29.35,-4.41,-0.55
26.67,-2.73,-1.47
30.72,-5.35,-1.97
32.53,-5.07,-0.62
32.94,1.85,-0.98
-21.99,-1.88,-13.77
79.65,-4.49,12.43
78.09,0.54,12.3
77.74,1.37,11.51
-20.19,-3.88,-13.86
80.77,-3.37,12.8
27.21,-1.04,-0.23
78.82,-3.42,12.37
31.02,-3.68,0.15
29.33,-3.53,-0.05
30.12,-1.7,0.74
31.74,-1.83,0.2
31.02,2.48,-0.86
30.21,-0.59,-0.2
28.99,0.38,-0.62
29.55,0.57,-0.93
30.14,-1.32,-0.65
27.09,-0.83,-0.1
27.66,1.08,0.03
28.38,-0.27,0.46
30.52,-1.41,0.46
30.57,0.52,0.54
29.19,-0.62,0.98
26.39,0.63,1.14
28.63,-1.83,1.26
29.69,-0.24,1.46
30.19,0.32,1.25
31.85,-0.57,1.1
32.37,-52.07,0.8
29.19,-1.04,0.05
30.57,-48.87,-0.49
32.67,2.29,-0.01
28.92,-2.3,-1.13
29.33,-1.41,-1.48
29.51,-2.07,-1.68
28.67,-1.31,-1.18
28.51,-2.97,-1.14
25.54,-3.44,-0.98
22.47,45.82,-1.1
31.36,-1.87,-0.51
29.22,-1.46,0.08
31.2,-1.41,-0.57
31.31,0.78,-0.93
32.73,1.42,-1.43
30.7,-0.06,-2.18
30.03,-2.27,-2.2
30.14,1,-2.3
27.54,1.53,-2.26
26.94,0.07,-2.54
22.93,0.3,-1.43
25.54,-3.95,-0.86
30.16,1.64,0.2
31.2,-0.6,-0.1
35.67,2.47,-1.37
32.73,0.37,-0.81
33.95,-3,-1.86
30.93,-3.06,-1.2
29.6,-2.66,-1.64
30.28,0.21,-1.37
31.79,0,-1.26
32.96,0.57,-1.52
33.82,0.76,-1.64
30.09,0.38,-1.38
32.17,0.74,-2.04
28.47,-3,-1.78
29.76,-2.3,-1.53
32.13,-2.97,-1.44
33.1,-1.16,-1.13
32.51,-1.37,-1.43
34.92,0.68,-1.09
30.73,-0.06,-0.51
32.22,-2.28,-1.19
35.13,-2.03,-0.96
35.76,-1.79,-1.83
33.5,-0.34,-1.14
32.39,-0.99,-1.21
32.39,1.37,-1.16
27.41,-0.83,-1.24
30.34,-0.06,-1.63
81.67,-1.65,12.06
35.22,0.3,-1.19
37.58,-1.19,-2.44
35.1,3.75,-2.26
33.52,1.02,-2.29
27.91,-1.96,-2.18
29.49,-2.54,-2.51
30.37,0.68,-1.74
33.3,1.08,-1.61
35.04,1.9,-1.36
32.37,-0.35,-2.03
34.59,0.43,-1.47
35.85,1.4,-1.4
32.69,2.16,-1.87
32.76,2.34,-2.5
32.49,-0.6,-2.63
31.83,0.98,-2.62
31.74,-3.09,-2.19
30.93,2.5,-2.3
33.37,-46.56,-2.39
32.76,0.2,-2.34
32.12,1.98,-2.83
30.37,1.05,-3.29
30.66,0.2,-2.76
29.53,-0.57,-2.32
29.94,1.75,-2.6
31.54,3,-3.29
31.6,2,-3.61
28.97,2.47,-2.95
27.72,2.96,-2.95
24.57,-0.71,-2.16
26.91,-1.33,-2.06
26.32,-0.32,-1.24
33.12,-1.18,-1.1
84.24,0.43,11.29
34.24,1.6,-2.52
32.83,-0.13,-2.22
32.39,-0.13,-2.52
30.7,0.51,-2.17
29.39,1.43,-2.19
33.07,-1.65,-2.29
29.21,1.1,-1.2
30.55,2.81,-1.47
30.21,2.16,-1.32
30.7,-1.04,-0.35
31.38,0.23,-1.05
30.89,1.41,-1.1
33.18,-0.87,-1.53
29.19,0.51,-0.77
30.25,2.52,-0.52
31.36,-0.21,-1.04
31.99,-0.76,-0.97
30.12,1.52,-0.41
32.15,-1.2,-1.43
29.3,0.43,-1.43
31.83,-0.71,-1.43
35.58,0.87,-1.38
29.19,0.76,0.1
31.33,-1.03,-0.62
30.88,-0.13,0
30.03,1.97,0.52
34.7,2.15,-1.61
30.88,47.17,0.28
31.09,-2.7,0.34
30.43,-1.11,0.82
29.87,0.19,-0.01
33.07,-0.2,0.19
32.64,-2.73,0.17
32.64,-3.44,-0.24
29.69,-2.78,0.49
33.16,-0.38,-1.11
31.83,-1.3,-0.4
31.51,-2.16,-0.6
28.67,0.15,0.52
31.97,-0.24,0.46
29.37,-51.74,-0.63
30.75,0.28,0.43
32.35,-2.18,0.76
28.4,0.76,0.35
32.28,1.85,0.76
28.51,-2.03,1.15
28.96,-47.44,0.48
31.43,1.4,0.49
-14.32,-0.31,-12.75
28.72,-0.05,0.57
30.68,0.62,0.83
30.63,-0.24,0
31,0.48,0.13
31.24,1.89,-0.1
33.14,7.16,-0.08
31.72,-1.37,-0.52
33.52,-0.57,-0.27
34.02,-1.56,-0.49
32.55,0.82,-0.49
33.52,-0.54,-0.46
35.31,2.19,-0.46
36.16,0.82,-0.87
33.34,-0.37,-0.55
29.15,-1.29,0.17
29.58,0.76,0.38
32.48,-0.37,0.57
33.21,-2.3,0.37
32.73,0.28,0.24
30.18,1.62,0.71
32.87,50.59,0.03
31.49,2.63,-0.1
29.89,-45.96,0.06
-17.28,2.25,-13.19
34.77,-0.83,0.35
34.36,-0.98,-0.1
35.22,1.4,-0.17
33.66,0.1,-0.44
37.36,0.15,-0.71
33.37,-0.38,-0.46
36.43,0.74,-0.6
33.79,-0.31,-0.1
33.45,-0.41,-0.12
35.69,1.31,-0.49
-16.57,-0.68,-12.79
33.19,-0.46,0.43
34.77,1.66,0.06
28.9,1.02,1.09
32.65,0.87,0.71
34.63,0.87,0.49
35.69,-3.46,0.43
35.82,-2.81,0.1
35.74,-1.86,-0.01
33.98,-1.77,0.31
34.38,-3.51,0.19
36.41,-2.94,0.03
33.61,-1.97,0.41
34.27,-2.64,-0.49
33.66,-6.66,-0.31
36.84,-4.3,-1.11
32.6,-4.17,-1.04
33.88,-4.78,-0.96
31.69,-2.86,-0.57
-17.21,-2.93,-13.09
35.04,-5.18,-0.3
34.79,-4.5,-1.05
33.23,-3.81,-0.99
32.6,-3.28,-0.91
33.43,-1.98,-0.76
33.86,-4.19,-0.87
34.41,-2.17,-1.26
32.67,-1.96,-1.57
33.61,-1.75,-1.74
32.78,-1.77,-0.87
32.91,-0.6,-1.18
31.15,-3.17,-0.81
30.88,-1.32,-0.8
32.03,1.98,-0.78
31.99,2.33,-0.49
34.36,0.13,-0.92
34.49,0.52,-1
28.4,-3.07,-0.98
30.27,-1.08,-0.34
33.23,-2.43,-1.07
-20.46,-0.93,-13.45
79.03,-0.89,12.65
33.16,-0.96,0.13
34.58,0.57,-0.49
33.23,1.27,-1.02
32.21,2.62,-0.24
35.94,-0.89,-2.45
29.44,-0.34,-1.16
31.13,-0.57,-1.37
29.69,-2.27,-1.42
32.06,-1.15,-1.57
32.89,-0.06,-1.42
30.1,-0.71,-1.19
32.74,1.1,-1.76
33.01,-0.77,-1.85
31.18,1.09,-1.15
30.28,-2.08,-1.7
30.09,-1.24,-1.51
30.43,-1.08,-1.97
31.54,-1.07,-1.77
28.49,-2.14,-2.31
28.99,-1.22,-1.55
31.92,4.54,-1.92
30.52,1.62,-1.77
29.91,-0.15,-2.01
31.43,0.55,-2.26
28.38,0.17,-1.25
29.87,3.48,-1.68
29.26,-0.41,-1.78
33.3,1.63,-2.7
26.73,0.74,-1.2
29.12,-1.64,-1.84
28.99,-0.65,-1.93
-19.57,-2.52,-15.35
26.6,-1.04,-1.2
27.68,-2.88,-0.83
28.58,-3.46,-0.35
28.36,48.23,-0.93
32.57,-1.47,-1.04
27.68,-1.84,-0.62
-16.05,-0.68,-15.59
32.58,-2.03,-0.77
32.22,-0.86,-1.94
32.12,-3.18,-1.78
31.79,-2.04,-1.75
31.33,-1.29,-1.76
25.9,-2.55,0
28.72,-4.89,0.15
-20.99,-4.98,-13.36
31.56,-52.7,0.05
-17.54,-2.49,-12.83
32.28,-3.77,0.49
27.64,-3.95,0.82
26.24,-6.68,0.76
29.69,-7.12,1.85
32.94,-4.72,1.08
33.61,1.31,1.73
32.51,-1.14,1.29
34.5,-0.06,1.09
31,-0.49,0.41
31.99,-3.99,0.43
33.7,47.38,-0.07
31.49,-0.28,0.27
30.46,-3.48,-0.43
34.59,-1.49,-1
30.45,0.6,0.23
30.52,0.31,-0.77
29.85,0.66,-0.38
26.57,2.11,0.52
29.57,0.24,-0.31
26.23,3.35,-0.48
-19.4,0.52,-12.63
32.67,-0.63,0.15
31.97,-3.05,-0.01
-17.97,1.47,12.97
34.79,-1.1,-0.85
32.33,-1.1,-1
28.92,-3.33,-0.1
29.28,-5.05,0.13
32.1,-3.11,-0.54
30.28,1.09,-0.98
34.38,-1.02,-1.48
35.42,-0.24,-1.19
30.63,-1.05,-0.71
32.24,1.83,-1.11
32.49,0.31,-2.03
33.75,0.03,-0.78
33.03,-0.54,-1.16
30.41,-1.89,-0.37
30.23,-0.2,-0.82
35.22,1.61,0
34.79,-0.41,-0.96
31.92,0.03,-1
76.98,2.26,-12.29
29.51,0.6,-0.38
28.29,0.24,0.13
29.96,4.82,-0.57
33.09,3.46,-0.44
30.23,1.78,-0.74
32.67,1.64,-1.25
30.5,2.1,-0.55
30.52,2.08,-0.54
27.16,6.41,-0.97
27.34,4.23,-0.24
-21.69,3.59,-13.24
31.4,0.06,0.48
26.85,1.02,0.57
29.35,3.24,0
29.53,0.6,0.13
29.91,1.21,0.01
26.15,3.13,0.62
27.32,1.7,0
27.39,-1.2,0.08
26.42,52.31,0.57
28.65,-2.06,0.71
29.44,49.47,1.42
28.4,-1.44,0.88
31.24,-0.57,0.59
29.21,0.3,1.02
29.26,-1.86,0.6
28.51,-1.07,0.49
28.56,1.1,-0.15
27.21,-2.97,0.96
27.95,-1.57,0.86
26.8,-0.57,1.73
28.08,-1.52,1.78
28.4,-2.74,1.43
29.31,-2.39,1.72
29.75,-0.97,1.37
29.73,-0.31,1.37
30.86,0.76,1.25
26.39,1.26,0.94
-20.41,-1.55,-11.86
27.41,0.99,1.35
29.64,1.53,1.04
30.43,2.55,1.75
32.08,4.45,1.53
28.4,-43.27,0.6
26.01,5.64,0.52
26.98,4.34,1.09
29.64,3.79,1.14
28.15,3.7,1.13
28.87,3.02,0.89
29.42,3.37,1.15
26.73,4.69,0.73
26.69,5.48,1.02
26.57,4.32,0.88
27.68,5.84,0.82
26.98,6.66,0.43
28.16,3.07,0.1
27.05,4.8,0.63
25.56,4.36,0.91
26.62,3.97,0.37
24.88,5.77,0.98
27.73,4.74,0.73
24.39,3.88,1.49
22.25,6.04,1.47
23.34,6.08,1.37
25.99,4.94,1.33
26.69,3.79,1.7
28.27,3.68,1.18
27.54,3.04,1.7
25.17,2.61,1.75
27.57,3.79,1.73
23.39,2.83,2.09
26.55,1.9,1.57
28.15,2.77,0.99
28.51,1.55,1.11
29.57,2.96,0.2
27.46,2.49,0.98
24.58,2.56,1.4
25.58,51.92,1.73
28.27,1.29,1.11
28.36,0.83,0.81
27.91,1.86,0.6
27.18,1.89,0.41
28.27,2.08,0.51
-25.74,1.25,-12.84
25.42,-1.02,0.31
26.3,-1.26,0.1
27.95,2.45,0.4
28.47,-1.6,-0.28
28,-0.99,-0.65
27.91,-1.19,-0.76
28.15,0.93,-0.89
28.58,0.66,-0.93
30.68,-1.62,-1.57
30.3,-2.96,-0.93
27.91,-0.8,-0.3
29.78,0.23,-1.65
26.8,-0.63,-0.54
-21.59,0.2,-14.35
31.18,-0.87,-0.55
26.94,-0.17,-0.7
29.12,-1.37,-0.44
28.88,0.57,-0.08
28.92,0.3,0.13
27.21,-0.57,0.21
28.54,-2.5,-0.35
29.69,-1.14,-0.85
-19.99,-0.13,-12.93
-19.17,-0.65,11.55
27.48,-1.54,-0.31
27.25,-0.34,-0.49
24.6,-0.17,0.07
31.34,-1.82,-1.04
28.65,-3.68,-0.08
18.44,-1.29,2.28
26.76,-3.73,0.12
20.61,-2.11,1.35
23.62,1.71,1.53
25.36,-0.49,1.86
28.18,-0.34,2.08
28.72,-0.93,1.77
27.66,-1.1,1.73
26.26,-0.17,2.04
28.31,-0.23,1.67
26.69,0.37,1.15
26.58,1.94,1.44
27.91,0,0.93
27.84,2.29,1
27.18,1.4,0.96
25.65,1.7,0.82
25.6,1.22,1.05
26.89,2.51,1.03
27.21,2.81,0.91
27.27,0.68,0.82
27.73,-0.41,0.57
28.31,0.46,0.41
27.77,-0.27,0.4
26.78,0.21,0.19
27.12,0.98,-0.1
27.48,0.49,0.15
27.77,0.37,-0.19
27.12,-1.3,-0.49
25.85,-1.04,-0.55
27.97,1.42,-0.71
27.07,-1.81,-0.66
27.82,-1.46,-1.29
29.98,-2.06,-1.13
28.49,-2.08,-0.97
28.06,-4.41,-0.82
27.11,-2.32,-0.49
26.55,-1.48,-0.88
28.06,-2.05,-0.68
29.3,-2.32,-0.65
29.33,-2.7,-0.38
30.21,-1.92,-0.54
27.75,-2.19,-0.63
29.46,-3.39,-1.15
29.69,-0.87,-0.99
30.34,-1.02,-0.96
28.99,-0.65,-1.19
28.13,0.83,-1.57
28.27,0.4,-1.31
27.84,-0.41,-1.26
23.92,-3.24,-0.66
27.86,-3.13,-0.57
-21.49,-1.86,-13.72
29.64,-2.54,-0.49
30.45,-0.92,-0.68
29.17,-1.04,-0.94
27.91,0.2,-0.63
26.17,0.76,-0.71
28.99,1.15,-0.98
26.49,0.38,-1.44
29.84,0.82,-1.81
28.42,0.17,-0.59
25.7,-3.61,-0.2
27.12,-0.63,-0.76
26.64,-3.1,-0.35
25.9,-4.08,-0.48
27.09,-2.97,-0.19
24.45,-0.2,0.43
25,-0.48,0.43
25.74,-2.08,0.78
28.96,-1.21,1.15
28.4,-0.19,0.6
28.24,-1.27,0.43
27.59,-1.4,0.28
26.12,-1.15,0.81
23.53,49.93,0.48
24.26,-2.1,0.27
24.45,0.31,0.6
25.78,-1.97,1.09
25.85,1.15,0.92
26.58,-0.76,0.77
26.57,0.54,1.78
-23.63,-0.57,-12.6
28.15,-0.1,0.57
27.46,-0.23,0
26.66,-0.78,-0.17
27.97,-0.83,0.28
27.21,-0.2,0.08
28.27,0.03,0.1
29.51,0.46,-0.49
25.88,1.68,0.23
27.16,1.44,0.01
26.71,50.12,0.06
27.43,2.23,0.73
26.85,1.86,1.43
-23.57,1.84,-11.11
28.06,0.12,1.4
28.54,0.74,0.99
29.3,0.71,0.81
27.7,0.63,0.52
27.48,0.12,0.38
27.18,1.46,0.21
29.12,-0.65,-0.38
22.99,7.29,1.13
23.09,1.86,1.03
