uf,vf,wf
22.47,-5.93,0.01
26.39,-5.0,0.85
26.08,-3.53,0.4
26.44,-5.49,0.74
24.26,-3.2,1.15
24.61,-5.13,1.09
25.99,-1.41,0.92
29.26,-1.44,0.15
31.45,0.57,0.2
32.15,1.21,-0.51
30.77,-1.09,-0.91
30.93,-1.84,-1.86
32.76,-4.08,-2.85
31.97,0.24,-3.18
28.67,-1.9,-3.64
30.14,-1.43,-3.62
29.98,-0.82,-3.48
29.82,-2.19,-4.01
21.92,1.13,-1.97
19.72,6.21,-0.99
23.77,4.43,-0.8
27.64,1.9,0.32
25.72,1.36,0.57
26.6,1.42,0.82
24.39,1.2,1.4
24.39,0.31,1.44
24.74,-0.77,1.83
26.71,1.47,2.74
25.33,0.76,2.55
25.22,0.87,3.07
28.08,0.93,2.73
29.42,0.48,2.58
31.92,-0.65,2.19
32.19,1.63,2.03
30.23,3.24,2.32
28.52,2.67,1.53
24.67,3.53,0.65
23.72,-0.07,0.63
25.99,-0.66,0.93
25.02,-2.7,0.63
27.32,-4.41,0.46
29.1,-3.72,1.31
28.56,-5.48,1.15
30.09,-3.46,1.09
29.73,-4.36,0.48
30.97,-3.42,0.68
30.79,-3.33,-0.1
31.09,-3.11,-0.54
29.17,-1.75,-0.27
27.07,-1.75,-0.31
27.63,-3.07,-0.26
27.3,-1.81,-0.15
27.48,-3.94,-0.17
26.91,-1.55,-0.01
28.58,-2.06,-0.43
30.03,0.49,-0.46
33.77,1.96,-0.46
29.15,0.12,-2.27
28.0,-1.6,-2.52
28.43,-2.85,-2.05
27.59,-4.34,-2.07
25.15,-3.15,-1.35
26.24,-6.56,-1.36
25.92,-1.97,-0.71
27.91,-0.68,-0.43
29.06,1.31,0.52
27.91,0.03,0.65
30.63,0.46,-0.54
27.07,0.7,-0.08
25.94,0.05,-0.44
27.05,1.65,-0.24
26.37,0.92,-0.57
27.05,-0.86,-0.17
29.28,-1.1,-0.27
28.76,-1.2,-0.34
26.69,-2.52,0.0
28.97,-1.2,-0.17
29.01,-2.14,-0.37
26.51,-1.74,0.31
25.99,-2.83,0.89
28.13,-2.48,1.09
29.82,-3.37,1.53
30.54,-3.92,1.43
29.1,-5.37,1.48
28.72,-4.85,1.65
27.88,-4.8,1.68
27.59,-4.56,1.1
29.76,-2.61,1.14
31.56,-2.3,1.33
30.16,-3.37,0.12
28.56,-4.14,0.49
27.9,-4.32,0.28
25.15,-4.41,0.43
27.45,-5.05,-0.2
29.865,-1.575,0.215
32.28,1.9,0.63
31.52,-2.15,-0.43
28.2,-0.01,0.08
32.73,-1.77,-0.8
28.18,-2.22,0.46
26.57,-2.71,-0.24
27.3,-0.49,0.76
24.79,-1.44,1.22
24.18,-0.76,1.03
25.31,0.52,2.04
23.78,-0.46,2.38
28.36,1.3,2.51
27.27,0.13,3.29
25.965,-1.05,3.345
24.66,-2.23,3.4
28.345,-1.77,3.34
32.03,-1.31,3.28
34.43,-1.48,2.59
37.29,-3.9,1.3
39.05,1.36,0.13
30.93,-0.96,-1.94
31.4,-0.24,-1.85
29.24,2.08,-2.71
30.52,-0.05,-2.85
30.61,-0.74,-2.85
27.86,-0.62,-2.31
26.94,0.35,-1.86
29.21,2.64,-1.78
24.42,0.51,-0.96
26.66,-0.93,-1.61
27.39,-0.35,-0.41
30.73,-5.49,-0.83
28.0,-2.37,-1.47
30.21,-2.17,-1.55
29.94,-1.21,-1.46
30.45,-3.29,-1.65
29.55,-2.01,-1.26
28.51,-2.33,-0.8
27.28,-2.48,-0.41
30.21,-1.98,-0.51
29.33,-2.8,-0.51
28.33,-3.59,0.01
27.41,-4.39,0.13
29.73,-3.95,-0.26
29.55,-2.74,-0.06
29.12,-3.95,-0.01
26.21,-4.01,0.2
32.08,-1.3,0.01
30.34,-1.18,0.06
30.16,-1.64,-0.15
30.84,-2.3,-0.55
29.42,-0.78,0.15
26.62,-1.38,0.57
27.18,-0.46,0.89
23.57,-0.2,2.17
25.36,0.93,1.84
25.31,0.7,2.34
28.47,1.9,2.63
31.09,1.95,2.47
30.97,2.64,2.48
29.44,2.76,1.68
32.26,1.78,1.54
34.56,2.19,1.02
32.04,0.49,0.63
33.09,1.04,0.0
31.52,1.64,-0.06
32.44,-2.25,-0.57
30.03,2.48,-0.24
29.19,0.66,-0.3
30.3,-0.51,-0.63
29.57,-1.53,0.08
28.88,-1.86,0.05
28.56,-1.61,-0.93
31.43,-2.32,-0.81
30.82,-2.63,-0.92
29.82,-0.63,-0.6
31.51,-1.13,-1.52
28.9,-1.88,-1.64
29.905,-1.32,-1.395
30.91,-0.76,-1.15
30.43,0.71,-0.8
31.86,-1.64,-0.74
27.61,-0.06,-0.62
29.99,0.485,-0.425
32.37,1.03,-0.23
31.56,2.84,-0.63
32.24,0.77,-0.63
33.805,0.875,-1.35
34.5875,0.9275,-1.71
34.9788,0.9538,-1.89
35.37,0.98,-2.07
31.99,-2.04,-1.52
34.41,-2.25,-1.49
32.85,-0.59,-2.39
30.52,1.03,-1.59
31.94,0.52,-2.23
33.12,2.1,-2.66
32.42,1.91,-2.52
32.07,1.815,-2.45
31.72,1.72,-2.38
28.04,1.26,-1.75
27.86,0.3,-1.47
27.79,-0.46,-1.47
23.43,-3.92,-0.91
23.35,-6.84,-0.62
28.49,-3.97,-0.76
28.94,-2.33,-0.35
30.84,-1.09,0.13
31.69,-0.94,-0.52
28.72,0.0,-0.13
26.8,-1.15,0.43
29.73,0.35,-0.57
26.6,-1.97,-0.07
26.03,0.41,-0.51
29.55,-3.15,-0.08
29.42,-0.8,-0.41
28.96,-2.5,0.07
27.77,-1.22,0.71
29.73,-3.29,-0.2
28.88,-2.52,-0.06
33.3,0.27,-0.92
31.52,-2.96,-0.15
32.51,-2.43,-0.24
30.63,-3.31,-0.35
31.43,-4.71,-0.52
31.36,-2.67,0.13
29.75,-3.42,0.63
26.42,-6.25,0.71
27.28,-3.77,0.7
31.38,-4.28,0.15
35.33,-4.65,-0.21
31.76,-2.37,-1.29
30.61,-1.25,-1.84
29.66,-2.52,-1.9
28.88,-2.34,-1.48
28.42,0.52,-1.42
30.21,-1.96,-1.05
29.22,-2.3,-0.88
29.37,-1.56,-0.77
30.09,-3.81,-1.37
27.11,-1.64,-0.63
23.54,-5.95,-0.62
24.51,-2.74,1.18
27.07,-1.7,1.7
31.36,0.88,1.86
29.96,0.2,2.72
28.92,0.06,1.14
26.14,0.37,1.53
26.71,-2.39,1.64
27.0,-1.88,1.11
28.97,-0.87,1.53
30.48,-2.55,1.26
28.96,-3.77,1.0
28.92,-3.97,0.7
29.62,-3.59,0.82
26.96,-3.15,0.89
25.61,-1.9,0.82
27.79,-1.93,1.4
25.49,-1.32,1.29
25.63,-3.5,1.26
26.89,-2.96,1.7
26.6,-3.22,1.7
27.34,-5.04,2.19
25.87,-4.83,2.67
28.0,-3.88,2.58
24.56,-1.96,2.69
25.61,-1.54,2.69
25.94,-0.31,3.0
27.97,0.52,2.71
28.96,0.76,2.73
32.62,1.6,1.98
31.61,1.35,1.88
30.05,0.94,1.68
30.5,-0.82,1.42
31.18,2.12,0.41
33.19,1.63,0.03
30.66,-0.48,-0.06
26.75,-1.82,0.83
28.54,1.68,0.85
28.83,-0.78,0.07
28.83,1.53,0.57
30.48,-1.21,0.51
29.51,0.21,0.27
29.75,-0.89,0.1
28.38,-1.53,0.32
27.02,-1.22,0.92
25.9,-1.49,1.88
26.91,-0.26,1.98
29.33,-1.36,1.51
30.21,-1.26,1.19
31.27,-0.05,0.98
31.94,2.0,0.76
31.02,0.12,0.74
31.99,0.63,0.15
28.22,0.24,0.32
30.46,-0.2,0.27
32.08,-0.05,0.52
33.09,2.77,1.09
31.72,-1.02,0.65
32.08,0.8,0.1
31.72,-1.04,0.46
32.92,1.95,-0.08
31.56,1.15,0.37
29.96,1.85,0.68
30.48,1.38,0.24
31.45,0.41,0.07
31.72,1.37,0.98
32.6,-0.1,1.0
30.43,-0.82,0.62
31.56,-0.65,0.52
30.66,-3.99,0.74
34.33,-0.06,0.92
35.22,-1.82,0.66
34.155,-1.79,0.47
33.09,-1.76,0.28
37.11,1.11,0.32
30.93,-0.12,0.34
32.48,2.96,0.27
33.39,2.22,-0.62
31.6,2.43,1.19
27.45,1.31,1.16
29.98,2.615,1.045
31.245,3.2675,0.9875
31.8775,3.5938,0.9588
32.51,3.92,0.93
32.92,2.07,-0.54
34.2,1.95,-0.37
33.48,2.935,-0.3
32.76,3.92,-0.23
29.06,1.79,0.0
30.57,-0.44,-0.15
31.255,-0.155,-0.6
31.5975,-0.0125,-0.825
31.94,0.13,-1.05
31.38,0.71,-0.38
29.51,2.15,-0.38
31.63,0.85,-0.41
31.13,2.22,0.17
30.75,1.54,-0.41
28.02,2.4,0.49
28.22,3.39,0.63
29.69,3.55,0.31
33.45,-0.52,0.87
32.91,0.44,0.46
32.28,-1.47,0.17
28.63,0.51,1.04
28.88,0.99,0.34
28.79,-3.81,0.27
31.47,-0.26,0.57
33.59,-2.0,-0.63
32.44,0.81,0.1
33.27,2.08,-0.13
29.91,0.89,0.13
29.26,2.6,0.0
29.73,2.49,-0.32
29.69,-0.71,-0.06
30.66,0.07,-0.17
29.35,-1.52,-0.57
30.97,0.23,-0.23
29.87,-1.89,-0.74
29.06,-1.42,-0.77
27.32,1.02,-0.1
25.47,-1.53,0.07
26.4,1.9,-0.31
27.18,2.1,0.82
31.18,2.91,1.16
31.13,0.8,0.8
32.94,2.45,0.71
32.37,0.73,1.0
32.19,2.69,1.27
32.17,2.395,1.045
32.15,2.1,0.82
30.84,0.35,1.78
30.77,1.62,0.41
30.25,1.61,1.08
32.98,-0.7,-0.01
32.62,0.87,0.12
32.49,-3.77,0.55
35.69,-1.22,-0.89
32.64,-2.83,-0.15
32.44,-0.89,-0.23
33.79,1.08,-0.08
34.25,-0.82,0.13
33.09,-1.09,-1.02
35.26,-2.52,-1.37
34.54,-2.75,-1.96
31.09,-2.15,-1.47
30.685,-1.565,-1.655
30.28,-0.98,-1.84
32.87,0.82,-2.22
29.19,-0.62,-1.52
31.97,-2.15,-1.47
29.73,-0.74,-1.48
33.07,-1.33,-1.38
28.06,-2.16,0.44
32.55,-2.86,-0.85
38.98,-2.06,-0.71
37.535,-1.215,-0.24
36.8125,-0.7925,-0.005
36.4512,-0.5812,0.1125
36.2706,-0.4756,0.1713
36.1803,-0.4228,0.2006
36.09,-0.37,0.23
32.1,-2.98,1.03
28.29,-2.69,1.29
31.54,-0.38,0.82
33.09,2.73,0.92
34.2,0.34,0.92
35.06,3.62,0.82
30.77,1.2,1.42
28.4,2.21,0.7
34.79,1.89,1.42
33.68,-0.41,1.77
36.17,0.71,1.53
35.49,4.03,1.38
35.94,5.99,0.82
34.72,3.9,0.48
36.48,0.71,-0.3
31.27,0.94,-0.32
33.27,1.62,-0.57
34.83,-0.1,-0.27
32.69,-1.15,-0.73
35.62,-0.81,-1.11
31.34,0.49,-0.23
33.34,-1.64,-1.36
32.49,-0.96,-0.81
34.92,-1.15,-1.37
33.5,-1.31,-1.94
32.89,-0.08,-1.46
32.13,0.76,-1.04
34.83,0.2,-0.65
35.44,0.91,-1.16
34.41,-2.67,-1.64
31.15,-1.64,-0.81
31.92,2.39,-1.11
34.79,1.07,-0.83
36.19,0.41,-0.51
32.69,-0.35,-0.24
32.715,-0.27,-0.445
32.74,-0.19,-0.65
32.49,-1.17,-0.975
32.24,-2.15,-1.3
31.45,-2.93,-1.0
29.22,-2.84,-0.55
31.97,-1.4,0.12
32.53,-0.03,0.38
32.85,-1.85,-0.41
33.48,1.29,-0.46
33.07,0.3,-0.54
31.81,-0.51,-1.66
31.97,1.05,-1.22
31.7,-0.8,-1.07
32.37,-2.73,-1.04
35.96,-1.53,-1.71
31.11,-2.07,0.13
30.34,-3.86,-0.01
31.535,-3.405,0.255
32.73,-2.95,0.52
32.44,-2.55,0.57
30.5,-3.11,1.4
30.77,-0.87,1.54
31.24,-0.07,1.08
31.88,0.44,0.49
33.19,2.21,0.78
32.82,-0.24,0.1
33.37,1.81,0.38
32.69,2.08,0.07
28.74,3.0,0.32
27.28,0.37,0.13
29.51,0.285,0.165
31.74,0.2,0.2
32.89,1.95,0.81
33.23,1.14,0.63
34.63,2.56,0.2
31.79,2.01,0.76
31.09,1.36,0.31
32.03,1.76,-0.78
31.65,1.46,-0.76
32.91,-0.46,-1.31
29.58,0.98,-0.88
28.97,-1.46,-1.0
27.09,4.03,-1.07
28.165,2.02,-0.44
28.7025,1.015,-0.125
28.9712,0.5125,0.0325
29.1056,0.2612,0.1112
29.24,0.01,0.19
29.645,-1.705,0.72
30.05,-3.42,1.25
30.67,-2.955,1.07
31.29,-2.49,0.89
32.06,-0.13,0.83
31.345,-0.72,0.675
30.63,-1.31,0.52
32.82,-0.63,0.1
34.09,3.88,0.08
34.33,3.48,0.85
34.81,2.82,0.46
32.39,-0.54,-0.35
34.22,-3.51,-0.15
35.15,-3.66,-0.05
33.57,-1.74,0.49
33.57,1.83,0.59
34.22,1.36,0.38
34.49,2.85,0.76
32.78,2.67,0.6
32.49,0.81,0.94
32.64,-1.54,0.82
32.69,0.76,0.63
33.41,-0.57,1.09
33.43,-1.1,0.83
31.74,-1.79,1.0
33.27,-1.87,0.43
33.39,-3.06,-0.08
33.5,-1.15,-1.15
31.02,-2.87,-1.18
35.6,-3.42,-2.84
29.4,-0.46,-1.78
29.87,-0.62,-2.01
31.04,-0.2,-2.52
32.73,-2.92,-2.51
29.8,-1.35,-1.26
30.05,0.24,-1.88
30.0,0.68,-1.35
32.69,0.27,-0.98
31.09,-0.52,-0.65
33.37,-0.21,-0.43
34.07,-3.81,-1.11
29.73,-4.36,-1.4
29.04,-2.0,-0.81
28.99,-1.75,-0.66
27.48,-2.31,-1.02
28.4,-2.93,-0.82
30.39,-3.48,-0.37
31.72,-1.82,-0.03
29.33,-3.57,0.57
29.39,-3.26,0.05
29.02,-5.33,-0.41
28.65,-7.4,-0.87
26.19,-5.29,0.13
26.08,-5.62,-0.52
28.09,-5.48,-0.41
31.38,-4.85,-0.68
30.77,-5.77,-1.49
32.49,-4.54,-1.77
30.39,-4.3,-1.83
29.76,-5.38,-1.86
29.19,-3.61,-2.55
28.92,-2.18,-2.08
27.66,-1.46,-1.86
31.79,-1.11,-1.85
30.3,0.23,-1.38
30.16,1.32,-1.31
31.0,-1.1,-1.99
32.06,1.27,-1.64
31.33,-3.13,-1.89
29.3,-4.06,-1.52
28.27,-4.5,-1.04
29.55,-2.84,-2.62
31.65,-4.85,-2.53
28.22,-5.11,-2.05
29.37,-3.55,-1.43
28.74,-2.6,-1.42
30.14,-2.51,-0.98
28.88,-3.48,-1.46
31.79,-2.74,-1.46
31.31,-1.04,-2.04
30.01,-2.99,-2.32
29.82,-1.43,-1.99
26.73,-1.88,-1.64
30.7,-1.53,-1.76
29.73,1.02,-0.87
32.91,-5.07,-1.47
26.96,-0.87,-0.88
30.82,-0.43,-0.43
28.81,-0.74,-1.09
28.29,-0.77,-1.86
29.76,-1.65,-2.14
29.96,-1.47,-2.49
29.19,-2.53,-2.78
29.87,-1.02,-2.63
28.76,-0.8,-2.78
27.39,-0.59,-2.45
27.25,-1.96,-2.49
28.51,-1.38,-2.65
28.81,0.3,-2.31
28.65,-1.15,-2.04
29.55,-2.07,-2.41
29.15,1.04,-1.83
29.31,-1.76,-2.49
29.55,0.2,-2.27
28.15,-0.57,-1.9
26.91,-2.47,-1.61
26.69,-3.92,-1.47
26.1,-2.37,-2.04
27.88,-1.6,-2.0
26.3,-2.72,-1.71
25.67,-2.52,-1.36
25.4,-0.43,-1.26
25.45,-1.37,-0.35
24.46,-2.49,-0.55
23.69,-2.8,-0.2
22.89,-2.8,0.01
24.0,-2.52,-0.52
23.71,-1.94,0.01
22.585,-0.23,0.43
21.46,1.48,0.85
23.27,2.48,1.04
23.6,-0.6,1.71
26.21,-0.31,1.31
25.54,-1.62,0.97
26.03,-3.64,0.59
24.34,-1.68,0.94
27.03,-4.01,0.63
24.1,-4.61,1.25
25.36,-3.28,1.11
25.11,-3.37,0.88
24.69,-3.73,1.74
26.39,-2.32,1.64
28.47,-2.12,1.78
29.08,-4.45,1.48
29.6,-3.62,1.09
28.9,-4.41,0.76
26.87,-4.91,0.81
26.19,-1.61,0.73
27.61,0.49,0.28
30.97,1.49,-0.63
28.16,0.26,-0.57
24.57,0.57,-0.31
25.63,-1.29,-0.52
26.17,-1.9,-0.38
23.54,-3.15,1.02
22.3,-0.99,1.0
19.02,4.43,1.97
20.71,3.86,1.43
25.18,-2.09,2.7
23.01,0.44,2.28
23.19,-1.29,2.55
22.69,-2.62,2.38
24.22,-3.2,2.69
23.88,-3.77,2.63
24.58,-4.23,2.78
27.0,-2.71,2.14
27.95,-0.35,1.7
29.49,-0.57,0.48
31.13,2.39,-0.74
27.25,-0.05,-1.62
27.0,-0.85,-1.92
25.54,-0.65,-1.37
24.27,-1.2,-1.09
23.56,-0.99,-1.15
25.15,-2.44,-1.31
23.69,-3.09,-1.25
24.97,-2.03,-1.61
23.82,-1.89,-1.14
24.24,-4.14,-0.98
17.49,-5.59,-0.43
18.535,-2.54,0.515
19.58,0.51,1.46
22.03,1.63,1.64
22.38,0.87,1.76
23.36,0.86,1.75
21.93,0.19,1.81
22.83,0.66,1.86
21.96,-1.64,2.53
21.92,-1.42,2.72
20.81,-0.54,3.5
21.15,-1.53,3.95
22.6,-2.38,4.28
22.55,-1.21,4.45
22.73,-0.49,5.09
25.02,-0.24,4.83
25.72,1.42,4.17
25.85,1.59,3.68
24.17,4.82,3.4
25.22,4.91,2.98
25.72,0.57,2.85
25.04,1.53,2.87
26.8,1.26,2.39
27.14,-1.98,1.72
27.41,-3.18,1.21
25.65,-3.1,0.82
26.64,-2.56,0.3
26.78,-3.92,-0.06
26.4,-5.44,-0.26
23.04,-3.66,0.03
22.32,-3.2,0.55
22.57,-1.7,-0.06
24.1,-1.78,0.1
25.13,-1.22,0.21
25.13,-0.85,0.24
25.6,-1.33,-0.06
24.7,-2.0,-0.15
24.96,-1.29,-0.52
24.35,-2.16,-0.15
24.15,-2.63,-0.2
24.75,-1.26,-0.38
24.25,-1.2,-0.35
22.93,-1.26,0.0
23.69,1.48,0.0
22.42,0.46,0.27
22.99,-3.18,0.06
23.01,-4.38,0.73
20.64,-1.04,1.53
24.68,-0.21,1.09
26.14,-2.19,1.62
27.23,0.2,1.15
25.92,-1.1,0.65
30.03,-3.88,0.52
29.37,-3.75,0.63
28.79,-4.16,0.35
29.92,-5.66,-0.01
28.24,-5.66,-0.31
25.88,-4.85,-0.4
24.41,-5.68,0.17
24.02,-3.84,0.66
21.9,-3.35,1.09
23.87,-0.44,0.6
27.77,-4.36,-0.23
28.38,-2.1,-0.17
28.73,-0.395,-0.55
29.08,1.31,-0.93
29.42,-0.06,-0.88
29.55,-0.6,-1.04
28.65,0.44,-1.31
28.85,-0.91,-0.93
30.32,2.0,-0.83
30.21,-1.005,-0.715
30.1,-4.01,-0.6
28.83,-4.65,0.41
29.46,-3.13,0.2
27.14,1.64,-0.91
30.34,-2.38,-1.09
28.9,-1.75,-1.04
29.82,0.71,-1.07
29.33,-1.09,-0.92
28.92,-0.93,-1.05
33.32,1.0,-1.46
30.86,0.68,-0.49
34.22,1.04,-1.55
34.22,0.35,-2.0
34.13,1.3,-2.06
32.94,-2.49,-3.02
33.12,-1.14,-2.89
31.31,-3.31,-2.7
30.1,-4.52,-2.63
26.96,-3.97,-2.17
26.49,-0.85,-1.88
30.46,-0.68,-1.74
29.55,-1.03,-1.29
32.06,-3.15,-0.74
32.3,-3.81,-0.54
28.11,-1.2,0.44
26.1,0.24,0.81
30.63,-3.75,0.19
34.27,-3.04,0.55
34.61,-4.25,0.68
32.6,-5.55,0.93
29.69,-5.97,1.08
30.77,-4.25,0.65
31.67,-4.5,0.49
33.39,-4.78,0.7
33.615,-5.505,0.565
33.84,-6.23,0.43
33.34,-6.88,0.68
32.19,-5.4,0.74
32.35,-5.51,0.68
31.6,-4.08,1.09
35.55,-5.92,0.65
33.64,-7.18,-0.38
34.49,-3.5,-0.46
32.85,-5.18,-0.35
32.91,-7.24,-0.27
31.15,-7.02,-0.6
31.22,-4.72,-0.6
31.63,-5.31,-0.24
31.9,-5.93,-0.65
32.15,-7.95,-0.85
30.18,-6.15,-0.41
29.4,-5.11,-0.07
29.705,-3.42,-0.31
30.01,-1.73,-0.55
31.54,-3.46,-0.13
31.25,-1.31,-0.78
29.75,-3.24,-0.46
31.52,-2.96,-1.68
32.1,-3.57,-2.11
31.945,-2.99,-2.165
31.79,-2.41,-2.22
33.41,0.15,-1.4
32.53,-4.34,-2.17
32.6,-3.04,-2.06
31.38,-1.83,-1.98
33.89,-1.62,-2.26
31.33,0.7,-1.4
30.52,-0.2,-1.59
28.2,-0.35,-1.21
30.39,-2.12,-1.83
31.85,0.54,-1.76
33.43,-3.51,-1.75
32.62,-1.24,-2.39
31.25,-0.57,-1.74
30.68,-0.28,-2.19
28.49,-1.31,-1.43
27.91,-0.3,-2.2
30.27,-4.56,-1.04
30.57,-3.46,-1.53
29.35,-5.42,-0.99
31.88,-3.37,-1.26
30.25,-2.28,-1.26
31.94,-3.33,-2.32
31.33,-3.26,-1.78
34.22,-2.12,-2.7
30.73,-0.87,-2.4
31.34,-3.05,-1.98
31.65,-3.22,-2.06
29.33,-0.68,-1.94
30.37,-1.31,-1.72
27.84,-0.31,-1.18
27.18,-0.77,-1.7
28.39,-0.875,-0.775
28.995,-0.9275,-0.3125
29.6,-0.98,0.15
31.06,-1.53,-1.29
28.94,0.38,-0.93
29.94,0.76,-1.46
31.22,-0.87,-1.71
30.23,-0.13,-1.97
30.73,-0.98,-2.15
30.46,-1.87,-2.63
30.57,-0.63,-2.86
29.53,-3.03,-2.78
29.82,-2.12,-1.66
28.72,-0.66,-0.71
30.05,-1.85,-1.21
29.69,-3.13,-1.0
30.1,0.8,-1.25
33.98,-1.35,-1.08
32.19,0.38,-0.66
33.98,-0.27,-1.26
32.74,2.45,-1.47
30.39,0.88,-2.42
29.48,-3.9,-1.92
28.67,-0.52,-1.42
29.84,-0.46,-1.57
29.39,1.73,-1.31
30.32,2.34,-1.3
29.96,3.13,-1.64
30.77,2.43,-1.89
31.67,4.58,-2.21
29.76,1.4,-2.91
29.49,2.19,-2.66
28.65,1.79,-1.46
31.83,3.03,-2.08
28.97,1.35,-1.37
28.45,0.38,-1.38
28.33,1.89,-0.51
24.52,-0.31,0.35
27.68,2.99,-0.74
28.34,1.1,-0.24
30.61,-1.41,-0.4
30.09,0.77,0.03
27.57,0.63,0.07
22.89,2.44,1.37
26.57,1.825,0.97
30.25,1.21,0.57
28.94,1.47,1.02
29.03,0.38,1.85
31.13,-0.98,0.68
31.175,-1.295,0.695
31.22,-1.61,0.71
30.91,-3.05,0.03
28.15,-2.96,0.2
28.45,-3.13,0.46
29.89,-2.82,-0.34
28.79,-1.94,0.34
26.03,-0.59,0.82
27.23,0.26,0.26
27.355,0.345,0.03
27.4175,0.3875,-0.085
27.48,0.43,-0.2
29.21,1.19,-0.71
29.51,-0.38,-0.68
27.43,-0.57,-0.21
28.42,-0.03,-0.52
26.3,-0.28,-0.35
27.39,2.73,-0.65
26.21,2.8,-0.34
24.45,0.82,0.52
25.4,0.49,1.04
23.34,3.95,1.37
26.82,2.52,2.09
25.56,2.62,1.95
25.51,2.33,2.42
25.69,2.19,2.14
26.15,1.48,2.14
27.52,1.82,2.12
28.24,1.96,1.9
28.56,2.38,1.03
27.3,0.37,0.87
27.34,2.28,0.81
25.54,0.27,0.81
25.78,1.76,0.74
25.04,0.82,0.41
24.28,0.63,1.13
24.58,-0.12,0.76
22.17,0.66,0.6
24.67,0.15,0.59
27.52,-0.82,0.94
28.33,0.7,0.88
30.66,-1.04,0.46
28.67,-2.58,0.38
25.99,-1.49,0.38
25.51,-1.66,0.43
27.27,-3.81,0.51
27.53,-1.62,0.375
27.79,0.57,0.24
27.86,0.98,0.55
28.15,0.2,-0.21
26.87,-0.31,0.32
27.91,-2.34,0.0
30.12,-3.5,-1.09
31.18,-3.15,-1.37
31.85,-1.37,-1.6
29.71,-5.37,-1.93
29.76,-2.05,-2.41
26.94,-1.89,-1.66
27.93,-1.16,-2.12
26.89,-1.53,-1.92
29.58,1.19,-1.79
31.18,1.43,-2.25
28.99,2.04,-2.33
27.37,0.96,-1.95
24.42,-7.71,-1.26
19.94,-6.23,-0.03
20.22,3.92,0.35
22.57,6.04,0.87
25.94,2.88,1.15
28.81,3.33,1.07
27.07,3.75,1.7
25.65,1.77,1.15
24.84,0.03,1.63
25.09,-0.71,1.88
28.11,-1.96,2.08
27.9,-1.27,2.21
28.63,-1.32,1.68
29.58,-2.01,1.97
29.26,-0.6,1.18
28.7,0.55,0.63
28.7,-2.22,0.76
27.25,-0.94,2.43
28.54,-1.19,2.49
30.32,0.13,1.97
30.5,0.46,2.14
30.21,-1.6,2.08
29.17,-1.37,2.06
31.45,-0.4,0.66
27.73,-2.81,0.46
30.45,-0.34,-0.15
30.61,-2.73,0.63
33.0,-3.95,0.15
33.84,-1.9,-0.86
34.97,-3.59,-1.04
34.06,-3.17,-1.92
31.9,-3.39,-2.53
29.94,-3.84,-2.53
27.72,-3.33,-2.01
29.55,-5.22,-2.11
28.45,-6.15,-1.2
28.99,0.06,-0.15
31.27,-3.55,-0.44
33.245,-2.075,-0.635
34.2325,-1.3375,-0.7325
35.22,-0.6,-0.83
33.85,-2.055,0.14
33.165,-2.7825,0.625
32.8225,-3.1463,0.8675
32.48,-3.51,1.11
32.46,-4.58,0.76
31.2,-0.96,0.82
29.19,-3.35,0.76
30.12,-3.08,0.93
24.74,-2.82,2.76
26.19,-5.79,3.81
28.38,-4.8,4.74
32.4,-2.52,4.91
33.59,-4.74,4.58
35.35,-3.64,3.66
32.225,-5.57,2.89
30.6625,-6.535,2.505
29.1,-7.5,2.12
31.92,-6.745,1.16
33.33,-6.3675,0.68
34.74,-5.99,0.2
35.49,-5.66,-0.57
27.95,-11.15,0.89
27.355,-8.77,2.485
26.76,-6.39,4.08
30.05,-3.2,4.65
34.49,-0.83,3.92
39.44,-0.32,3.06
37.61,-1.86,2.08
34.22,-5.18,0.63
35.13,-3.4,0.57
30.82,-1.26,0.08
28.79,0.15,-0.27
29.46,0.94,0.05
30.14,0.35,-0.4
30.84,-0.71,-0.85
32.82,-1.64,-1.07
32.06,-2.76,-1.44
30.73,-3.46,-1.87
31.9,-2.71,-2.19
30.3,-2.78,-2.69
28.67,-3.84,-2.78
30.01,-2.2,-2.06
30.0,-0.49,-2.83
26.46,0.21,-2.45
27.77,-1.55,-2.75
28.56,-2.69,-3.13
28.78,0.35,-2.48
27.02,0.43,-2.22
25.54,-2.28,-2.19
25.81,-2.14,-2.3
24.77,1.3,-1.53
27.14,2.28,-0.8
26.69,1.04,-0.59
25.24,2.19,-0.41
26.1,1.92,-0.78
25.06,1.1,-0.83
25.9,1.42,-1.11
25.22,0.49,-0.77
27.45,-3.92,-0.01
28.94,-1.15,0.0
29.64,-1.53,-0.2
28.52,-3.64,-0.38
29.44,-2.36,-0.23
28.52,-3.28,-0.4
29.51,-0.38,0.0
29.8,-4.58,-0.63
28.99,-1.93,-0.13
29.42,-4.91,-0.49
27.28,-1.96,0.31
27.25,-4.91,-0.92
26.42,-4.96,-0.27
27.84,-3.73,0.62
26.89,-2.7,0.48
28.33,-0.82,0.74
29.69,0.99,0.81
27.54,-2.61,1.02
32.37,0.99,0.0
31.975,-0.24,-0.14
31.7775,-0.855,-0.21
31.58,-1.47,-0.28
29.78,-0.06,-1.66
28.4,0.35,-0.76
28.45,-3.42,-2.19
30.09,-3.03,-1.98
29.51,-4.17,-0.63
28.72,0.48,-0.7
31.76,0.49,-1.16
